OBC Node Number = 142
       1     1101        1
       2     1436        1
       3      556        1
       4     1284        1
       5      349        1
       6     1076        1
       7      705        1
       8      983        1
       9     1265        1
      10       69        1
      11     1501        1
      12      494        1
      13      174        1
      14      927        1
      15     1499        1
      16     1336        1
      17     1113        1
      18     1125        1
      19      655        1
      20      422        1
      21      379        1
      22      426        1
      23      618        1
      24     1103        1
      25      724        1
      26      370        1
      27      477        1
      28     1245        1
      29     1224        1
      30     1382        1
      31     1154        1
      32      558        1
      33      482        1
      34     1455        1
      35     1388        1
      36      416        1
      37     1409        1
      38      822        1
      39      877        1
      40      274        1
      41      690        1
      42     1349        1
      43      703        1
      44      171        1
      45     1078        1
      46     1332        1
      47      372        1
      48        2        1
      49     1196        1
      50     1343        1
      51     1486        1
      52     1490        1
      53      376        1
      54      871        1
      55     1060        1
      56      469        1
      57      568        1
      58      941        1
      59      361        1
      60     1496        1
      61     1119        1
      62     1166        1
      63      373        1
      64       83        1
      65      588        1
      66      839        1
      67      976        1
      68      908        1
      69     1055        1
      70      903        1
      71     1308        1
      72     1458        1
      73       54        1
      74     1146        1
      75     1488        1
      76       56        1
      77     1067        1
      78      256        1
      79     1122        1
      80      738        1
      81     1395        1
      82     1339        1
      83      647        1
      84      614        1
      85      300        1
      86      316        1
      87      461        1
      88     1414        1
      89     1405        1
      90      340        1
      91      821        1
      92      165        1
      93     1425        1
      94      977        1
      95      128        1
      96      236        1
      97      699        1
      98      551        1
      99      886        1
     100     1018        1
     101      337        1
     102      962        1
     103      390        1
     104       31        1
     105      806        1
     106      937        1
     107     1217        1
     108      214        1
     109      906        1
     110     1211        1
     111     1086        1
     112      651        1
     113      841        1
     114      684        1
     115      826        1
     116     1074        1
     117     1257        1
     118     1480        1
     119     1192        1
     120     1268        1
     121      875        1
     122     1376        1
     123       12        1
     124      172        1
     125      756        1
     126      652        1
     127      319        1
     128     1093        1
     129      222        1
     130     1498        1
     131     1448        1
     132      711        1
     133      240        1
     134     1089        1
     135      762        1
     136     1094        1
     137      358        1
     138     1182        1
     139      211        1
     140     1314        1
     141      532        1
     142      576        1
